token,project,flaky
AAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP/ /SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQ KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAA  This specially-formatted frame has trailing deflated bytes after the name value block. AAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD A//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9 //0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0o headerBlockHasTrailingCompressedBytes2048 EAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAAAAP//SgQAAAD//0oEAAA gAMAAgAAB/sAAAABeLvjxqfCAqYjRhAGJmxGxUQAAAAA//9KBAAAAP//SgQAAAD//0oEAAAA//9KBAA headerBlockHasTrailingCompressedBytes AAAD//0oEAAAA//8= frame ,okhttp,1
setClassesToBeExcluded addRecordToBundleActionTable createBundleJob getId run DateUtils getStatus parseDateOozieTZ setPauseTime bundleJob get Job bundle waitFor init getConf false 2009-02-01T01:00Z bundleId destroy bundleInsertjpa assertEquals services execute Services runnable testBundleStatusTransitServicePaused excludedServices setSystemProperty StatusTransitService action1 action2 jpaService action3 evaluate ,oozie,1
FileUtils isProd NinjaConstant uuid defaultConfiguration setFileName assertTrue src/main/java/conf/application.conf randomUUID UUID baseDirWithoutTrailingSlash Files /tmp/ninja-test- testMissingSecretCreatesNewOneInDevMode length getString checkThatApplicationSecretIsSet compositeConfiguration contains NinjaPropertiesImplTool toString File deleteDirectory devConf Charsets  tear down ,ninja,0
 check the header        QUOTA       REM_QUOTA     SPACE_QUOTA  testGetHeader header assertEquals REM_SPACE_QUOTA  QuotaUsage getHeader ,hadoop,0
=38=38=20=4C=79=6E=62=72=6F=6F=6B=0D=0A=43=  =4F=20=36=39=39=  testQuotedPrintable doTest 88 Lynbrook CO 69999 =39=39;;; END:VCARD BEGIN:VCARD ADR;HOME;CHARSET=UTF-8;ENCODING=QUOTED-PRINTABLE:;; ,zxing,0
" The server shall authorize the access, but should not drop a new cookie expires TOKEN_MAX_INACTIVE_INTERVAL  newCookie _testDoFilterAuthenticationMaxInactiveInterval TOKEN_VALIDITY_SEC currentTimeMillis  authorized maxInactives  with renewed activity interval System testTokenWithValidActivityInterval ",hadoop,0
bundleJobGetExecutor testBundleRerun1 addRecordToBundleActionTable addRecordToBundleJobTable getId assertEquals getStatus execute addRecordToCoordJobTable call CoordinatorJob Services assertNotNull get 2009-02-01T00:00Z action1 Job job action2 jpaService ,oozie,1
"INodesInPath  ignore "".snapshot"" getName resolve inodes getModificationTime  The modification time of the INode for file3 should have been changed createFile ssNodesInPath ssInodes Assert createSnapshot nodesInPath getPathNames s3 s4  Modify file1 allowSnapshot last  The last INode should be associated with file1  pointing to a snapshot file snapshotFileNode testSnapshotPathINodesAfterModification  First check the INode for /TestSnapshot/sub1/file1 newInodes INode getPathComponents components appendFile getPathSnapshot seed sub1 /.snapshot/s3/file1 assertFalse  file1 was deleted, create it again.  Check the INodes for snapshot of file1 the content for appending  original INode before modification REPLICATION assertSnapshot assertTrue DFSTestUtil  Check the INode for /TestSnapshot/sub1/file1 again newNodesInPath assertEquals  The number of inodes should be equal to components.length getSnapshot getFullPathName snapshotPath names fsdir getLocalName hdfs toString  Check the INode for snapshot of file1 file1 getINodes ",hadoop,1
val set a+rw valueOf conf SYMBOLIC assertEquals  Test some symbolic to octal settings getUMask FsPermission testSymbolicUmasks Short toShort ,hadoop,0
coordActionGetCmd getId assertEquals getStatus addRecordToCoordActionTable execute addRecordToCoordJobTable call CoordinatorJob Services coordJobGetCmd coord-action-get.xml assertNotNull get testCoordKillFailedOnAction CoordinatorAction action job jpaService ,oozie,1
"init getName set getConf testInvalidGroupsMapping destroy conf services , asList oozie.service.GroupsService.hadoop.security.group.mapping Services fail ex StringUtils toString join Arrays ",oozie,1
testPutMetrics2 setReceiveBufferSize getLocalPort MetricType MsInfo getLocalAddress Received data did not match data sent result putMetrics assertTrue record process.jvm.Context.foo2:2|g foo1 foo2 mockStatsD close getData add jvm process.jvm.Context.foo1:1|c receive process getHostName forName sink UTF-8 statsd Charset tags makeMetric Whitebox p sock equals getLength metrics setInternalState ,hadoop,0
server ContentType javaVersion listener CoreMatchers notNullValue equalTo connectFuture some stuff listen endpoint Assert getDuration HttpVersionPolicy getHead get testNegotiateProtocol getAddress https /stuff getCode HttpVersion connect requester localhost getVersion address HttpStatus start resultFuture1 Method assertThat execute target getTimeUnit getPort future TIMEOUT response1 message1 ,httpcore,0
coordActionGetCmd getCurrentDateafterIncrementingInMonths getId DateUtils getStatus addRecordToCoordActionTable parseDateOozieTZ assertNotNull get CoordinatorAction action end currentDatePlusMonth testCoordKillSuccess2 start assertEquals XDataTestCase execute addRecordToCoordJobTable call CoordinatorJob Services coordJobGetCmd coord-action-get.xml job jpaService ,oozie,1
init CoordELFunctions ${coord:months(1) + 7} ${coord:months(1)} testMonth assertEquals timeunit getVariable 1 eval evalAndWrap 256 7 8 TimeUnit ${coord:months(256)} expr coord-job-submit-freq ${coord:months(coord:months(7))} ,oozie,1
" cluster locs racks conf waitForReplication getBlockManager dir createFile FileSystem getPath getFileStatus exclude getFileBlockLocations getWorkingDirectory workingDir dfs.hosts.exclude getFileSystem  ie we didn't remove the replica on the host on /rack1. getNameNode  be impossible to respect the rack policy). numDataNodes mkdirs Long name  Configure an excludes file testNodeDecomissionWithOverreplicationRespectsRackPolicy getFirstBlock waitForDecommission shutdown ns  Lower the replication factor so the blocks are over replicated /rack2 /rack1 fs substring top getDatanodeManager assertTrue getTopologyPaths     * Test that rack policy is still respected when blocks are replicated    * due to node decommissioning, when the blocks are over-replicated.     refreshNodes excludeFile writeFile build/test/data/temp/decommission DFSTestUtil b set  All hosts are on two racks, only one host on /rack2 getConf filePath toUri length setReplication REPLICATION_FACTOR /testFile build getLocal localFileSys getNamesystem startsWith ",hadoop,1
END_POINTS RestConstants IS_SECURITY_ENABLED getContextURL oozieUrl MockDagEngineService run assertEquals 0 args call -oozie reset job -definition SERVLET_CLASSES testJobDefinition runTest ,oozie,1
cluster getBlockLocations NameNodeAdapter getMetrics findAndMarkBlockAsCorrupt bm NS_METRICS fs delete createFile file CorruptBlocks get block assertGauge testCorruptBlock getBlock PendingReplicationBlocks ScheduledReplicationBlocks  Create a file with single block with two replicas getNameNode getTestPath rb updateMetrics getLocations toString  Corrupt first replica of the block ,hadoop,1
" Object under test conf Allowed methods do not match  destroy filter values compareTo put filterConfig Assert assertTrue  initialize filter Allowed headers do not match getAllowedMethodsHeader example.com init  destroy filter values and clear conf Content-Type,Origin  verify filter values X-Requested-With,Accept getAllowedHeadersHeader clear destroy  Setup the configuration settings of the server CrossOriginFilter areOriginsAllowed newexample.com filter GET,HEAD testCrossOriginFilterAfterRestart GET,POST ",hadoop,0
testProdMode /base/middle/app/mode/prod Request CoreMatchers equalTo  Server runs in Test mode. This route is Prod. assertThat makeRequest url Result path Assert response GET testServerUrl ,ninja,0
TEST_JAR_NAME  make a simple zip jstream Manifest-Version: 1.0 Created-By: 1.8.0_1 (Manual) data getBytes unjarDir setSize TEST_ROOT_DIR unjar-path testUnJar2 write close META-INF/MANIFEST.MF getUnjarDir RunJar unJar putNextEntry unJar should throw IOException. e StandardCharsets any data here GenericTestUtils would create file outside of fail closeEntry jarFile MATCH_ANY assertExceptionContains ../outside.path je  Unjar everything ,hadoop,0
add testDelegationTokenSelector SomeUser1 SomeUser2 selectToken JobTracker unchecked MY-SERVICE1 MY-SERVICE2 assertEquals stopThreads ds generateDelegationToken setService  Creates a collection of tokens Assert t KIND dtSecretManager token1 token2 startThreads tokens  try to select a token with a given service name (created earlier) ,hadoop,0
date scriptExecutor session  Given update simple simplemap Eq should_dsl_update_map_addAll  When of where id row ten table executeScriptTemplate containsEntry RandomUtils manager simpleMap_AddAllTo one new_twenty simpleMap nextLong assertThat execute SimpleEntity/insert_single_row.cql ImmutableMap getMap hasSize  Then Long buildDateKey fromBaseTable dsl SELECT simplemap FROM simple WHERE id =  thirty ,achilles,1
"getName user.name conf asList System Assert StringUtils assertNotNull get join getGroups testService init set getProperty getConf g destroy groups services , Services size assertNotSame Arrays ",oozie,1
 getParsedType parseParameter asdfasdf is Matchers assertThat nullValue param1 0 000 -123 testIntegerParamParser 123 integerParamParser validation ,ninja,0
in e Premature EOF from inputStream  getMessage assertEquals fail IOUtils skipFully after skipping 0 byte(s). inArray after skipping 1 byte(s). reset close testSkipFully mark expected to get a PrematureEOFException after skipping 5 byte(s). ,hadoop,0
ninjaCache parseDuration cache 10s TimeUtil verify expiration safeAdd testSafeAdd value key ,ninja,0
text/html assertTrue isTextual contextType smoke getSubType html assertEquals ContentTypeUtil ,logback,0
"mapreduce.job.cache.files  lm jobConf assertFalse user.name  when there is prepare block in workflow XML fs createJobConf testSetupLauncherInfoHadoop2_0_2_alphaWorkaround 1@a aa.jar#aa.jar assertTrue get getBoolean getNameNodeUri set actionConf 1@a-0 getConf actionDir a.jar,aa.jar#aa.jar assertEquals getFileSystem getAuthority Services 1 getTestUser newDir fs.default.name setupLauncherInfo  Setting up the job configuration oozie.hadoop-2.0.2-alpha.workaround.for.distributed.cache getFsTestCaseDir setBoolean ",oozie,1
"setName other parsedList default:user:user1::,default:mask:: Parsed Acl not correct parseAclSpec user::,user:user1:,group::,group:group1:,mask::,other::, defaultUser group mask owner user1 add testMultipleAclSpecParsingWithoutPermissions AclEntryScope AclEntryType namedUser expectedList AclEntry assertEquals setType group1 namedGroup build setScope defaultMask ",hadoop,0
HttpHeaders process testResponseContentEntityUnknownContentLength HttpStatus getFirstHeader h1 chunked interceptor assertEquals h2 getEntity setEntity getValue Assert assertNull EmptyInputStream response assertNotNull context OK ,httpcore,0
cluster conf testFileCreationDeleteParent:   create file2. createFile waitActive  This ensures that leases are persisted in fsimage. ipc.client.connection.maxidletime  move dir1 while file1 is open newfile testWhileOpenRenameParentToNonexistentDir  2s DFSConfigKeys format  create file1. getFileSystem Test 2************************************ setInt  persistent leases from fsimage. stm2 MAX_IDLE_TIME stm1 /user/dir1 nnport /user/dir2 /user/dir3 getNameNodePort shutdown nameNodePort  create cluster fs System sleep hflush assertTrue close writeFile dir3 Created file  dir2 dir1 TestFileCreation Thread checkFullFile dfs.support.append build rename file2 exists file1 setBoolean ,hadoop,1
getJobTrackerUri getName isMainSuccessful <java> assertFalse getStatus createContext actionXml FAILED/KILLED isSuccessful assertTrue LauncherMapper <arg>ex</arg> context end waitFor <job-tracker> getData isCompleted getNameNodeUri </java> ae </main-class> </job-tracker> runningJob getAction assertEquals testExceptionSubmitError check getExternalStatus <name-node> <main-class> </name-node> assertNull WorkflowAction submitAction evaluate isComplete ,oozie,1
door getClassNameViaImplicitRules defaultComponentRegistry assertEquals compClass setter AggregationType testgetClassNameViaImplicitRules ,logback,0
actionNum nominalTime testCoordActionGet getTime getActionNominalTime actionNomialTime getId DateUtils cleanUpDBTables addRecordToCoordActionTable appPath d1 addRecordToCoordJobTable parseDateOozieTZ d2 actionXml CoordinatorJob coord coord-action-get.xml _testGetActionForDates CoordinatorAction job getCoordActionXml getFsTestCaseDir ,oozie,1
setName renaming is not allowed fail context renameTest ,logback,0
 bindpass CredentialProviderFactory getCredential conf ourUrl delete createCredentialEntry assertArrayEquals file  make sure we get back the right key Assert storepass flush provider get  create new aliases JavaKeyStoreProvider getCredentialEntry  ensure that we get nulls when the key isn't there test.jks mapping set  extract password printStackTrace e getTestDir getProviders toUri GenericTestUtils assertEquals testDir LdapGroupsMapping jksPath getPassword assertNull invalid-alias ://file testConfGetPassword toString getBaseConf ,hadoop,0
"JMSTopicService  = workflow, ${username} setupServicesForTopic coord get init getTopicPatternProperties set printStackTrace getConf workflow e =coord getMessage destroy jmsTopicService assertEquals services props fail getValue Services testTopicProperties2 AppType ",oozie,1
"getName ContentType listener CoreMatchers equalTo setExceptionCallback AsyncServerBootstrap listen IOReactorConfig Assert getDuration create https /stuff setLookupRegistry getCode CN=localhost,OU=Apache HttpComponents,O=Apache Software Foundation getPeerPrincipal requester localhost setStreamListener HttpStatus LoggingExceptionCallback tlsVersion LoggingHttp1StreamListener setIOSessionListener resultFuture1 sslSession * setSoTimeout Method assertThat execute LoggingConnPoolListener SecureAllPortsStrategy greaterEquals TIMEOUT response1 server testTLSSuccess setIOReactorConfig createClientSSLContext notNullValue bootstrap H2RequesterBootstrap setConnPoolListener setTlsStrategy sslSessionRef some stuff setIOSessionDecorator createServerSSLContext getHead get body1 verify getAddress TLS getAndSet SSLTestContexts set address getBody custom start getProtocol parse sslEngine target getTimeUnit LoggingIOSessionDecorator getPort build future LoggingIOSessionListener getSession register message1 ",httpcore,0
