class token
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "convertJsonToModel readJsonFile bpmnModel validateModel "
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "convertJsonToModel readJsonFile bpmnModel validateModel "
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "convertJsonToModel readJsonFile bpmnModel validateModel "
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "convertJsonToModel readJsonFile bpmnModel validateModel "
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "convertJsonToModel readJsonFile bpmnModel validateModel "
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "convertJsonToModel readJsonFile bpmnModel validateModel "
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "convertJsonToModel readJsonFile bpmnModel validateModel "
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "convertJsonToModel readJsonFile bpmnModel validateModel "
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "convertJsonToModel readJsonFile bpmnModel validateModel "
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "convertJsonToModel readJsonFile bpmnModel validateModel "
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "convertJsonToModel readJsonFile bpmnModel validateModel "
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "convertJsonToModel readJsonFile bpmnModel validateModel "
non_flaky "convertToJsonAndBack readJsonFile bpmnModel validateModel doubleConversionValidation "
non_flaky "readXmlFile convertToJsonAndBack bpmnModel validateModel doubleConversionValidation "
non_flaky "convertJsonToModel readJsonFile bpmnModel validateModel "
non_flaky " reports getActionId setTaskId HBASE_MASTER setHostRoleStatus processTaskResponse hostname COMPLETED Assert requestId get populateActionDB setStdErr stageId add testActionResponse host1 HostRoleStatus setActionId setExitCode assertEquals getAction hostRoleScheduled am getAllStages getExitCode setStatus cr getHostRoleStatus getStageId StageUtils stage setRole setStdOut db "
non_flaky "hostname host1 size requestId stages testGetStagesInProgress assertEquals getStagesInProgress populateActionDB db stageId "
non_flaky "host1 assertEquals hostname abortOperation size requestId get stages getStagesInProgress populateActionDB testGetStagesInProgressWithFailures db getRequestId stageId "
non_flaky "hostName getActionId run getStatus setHostRoleStatus Concurrent update failed requestId hostRoleCommandDAO get join populateActionDB stageId HostRoleStatus start testHostRoleScheduled getAction assertEquals thread hostRoleScheduled getHostRoleStatus StageUtils Role 23-31 findByHostRole stage entities toString db stage1 "
non_flaky "getTaskId hostName log getExecutionCommands getAllStages getExecutionCommand testPersistActions stage taskId={} assertTrue requestId get findByPK executionCommandDAO populateActionDB db stageId info "
non_flaky "hostName sb testUpdateHostRole 1234567890 requestId hostRoleCommandDAO assertNotNull get updateHostRoleState populateActionDB largeString setStdErr commandEntities stageId getTaskId getStdout HostRoleStatus setExitCode assertEquals setStatus command Role findByHostRole size commandEntity setStdOut commandReport toString db append getTask "
non_flaky "getHostRoleCommand reports getActionId setTaskId HBASE_MASTER setHostRoleStatus processTaskResponse hostname COMPLETED Assert requestId get ERROR injector populateActionDB clusters setStdErr stageId add testActionResponse OUTPUT getStdout HostRoleStatus setActionId setExitCode assertEquals getAction am hostRoleScheduled getAllStages getExitCode setStatus cr getHostRoleStatus getStageId StageUtils stage setRole setStdOut getInstance db getStderr "
non_flaky "getHostRoleCommand testLargeLogs reports getActionId outLog setTaskId HBASE_MASTER errLog setHostRoleStatus processTaskResponse hostname COMPLETED Assert requestId get injector populateActionDB clusters setStdErr stageId add getStdout HostRoleStatus setActionId length setExitCode assertEquals getAction am hostRoleScheduled getAllStages getExitCode setStatus cr getHostRoleStatus getStageId StageUtils stage setRole setStdOut toString getInstance Arrays db getStderr "
non_flaky "fsm scomp waitForQueueSize testActionSchedule getCommandId setTaskTimeoutAdjustment getCluster when setHostRoleStatus scheduler hostname assertTrue get dequeueAll sch getStagesInProgress getServiceComponent add ac anyString thenReturn getATestStage start HostRoleStatus assertEquals NAMENODE getService aq ahost.ambari.apache.org StageUtils serviceObj stop oneClusterMock stages mock 1-977 db getServiceComponentHost "
non_flaky "fsm scomp setTaskTimeoutAdjustment getCluster when scheduler sleep hostname get sch getServiceComponent add anyString thenReturn getATestStage start HostRoleStatus assertEquals NAMENODE getService Thread getHostRoleStatus aq ahost.ambari.apache.org StageUtils serviceObj oneClusterMock equals stages mock persistActions testActionTimeout db getServiceComponentHost "
non_flaky "rs2 rs1 rs4 rs3 testSuccessCriteria assertTrue assertFalse isSuccessFactorMet "
non_flaky "StageUtils Role testSuccessFactors getATestStage assertEquals getSuccessFactor "
non_flaky "testTaskTimeout getATestStage HDFS getTaskTimeout h1 assertEquals HBASE c1 StageUtils Role RoleCommand addHostRoleExecutionCommand "
non_flaky """hardwareisa"": ""x86_64""   ""lsbdistid"": ""CentOS""   dev.test.com getMemorySize ""hardwaremodel"": ""x86_64""  ""kernel"": ""Linux""   ""memoryfree"": 2453667  ""lsbmajdistrelease"": ""5""  Assert ""ipaddress_eth0"": ""10.0.2.15""  getFQDN ""macaddress"": ""08:00:27:D2:59:B2""   ""kernelrelease"": ""2.6.18-238.12.1.el5""  info ""augeasversion"": ""0.10.0""  ""macaddress_eth0"": ""08:00:27:D2:59:B2""  ""domain"": ""test.com""   {""architecture"": ""x86_64""   ""id"": ""root""   Linux ""lsbdistrelease"": ""5.8""   getArchitecture ""interfaces"": ""eth0 lo""   ""lsbdistcodename"": ""Final""  ""memorysize"": 3051356   ""ipaddress_lo"": ""127.0.0.1""  getKernel ""netmask"": ""255.255.255.0""} getMemoryTotal hostinfo mapper DeserializationConfig testDeserializeHostInfo ""fqdn"": ""dev.test.com""   ""facterversion"": ""1.6.10""  x86_64 ""kernelmajversion"": ""2.6""  root getAgentUserId readValue ""hostname"": ""dev""   ""lsbdistdescription"": ""CentOS release 5.8 (Final)""  assertEquals configure ""manufacturer"": ""innotek GmbH""  ""ipaddress"": ""10.0.2.15""  ""kernelversion"": ""2.6.18""   ""memorytotal"": 3051356  ""is_virtual"": true  "
non_flaky "Returned from Server:  webResource resource  response= LOG assertEquals clientConfig type JSONConfiguration put getResponseId Assert getFeatures post response agentHeartBeat client create MediaType http://localhost:9998/heartbeat/dummyhost Boolean Client createDummyHeartBeat info "
non_flaky "createDummyJSONRegister webResource resource LOG RegistrationStatus agentRegistration Returned from Server responce= assertEquals clientConfig type http://localhost:9998/register/dummyhost JSONConfiguration put Assert getFeatures post response client create MediaType Boolean Client getResponseStatus info "
non_flaky " reports getActionId setTaskId HBASE_MASTER injectMembers setHostRoleStatus processTaskResponse cluster1 hostname COMPLETED Assert requestId clusterName get persist injector populateActionDB clusters getHost setStdErr stageId add addCluster host1 HostRoleStatus setActionId setExitCode assertEquals getAction am hostRoleScheduled addHost getAllStages getExitCode setStatus cr getHostRoleStatus getStageId StageUtils stage testCommandReport setRole setStdOut getInstance db "
non_flaky "fsm handler hi setIPv6 setOS setHardwareProfile setHostname setOSRelease 2-34 setNodeStatus setIPv4 centos5 hostname ipv4 handleRegistration reg ipv6 setResponseId dequeueAll injector clusters getHost Status HostState host1 handleHeartBeat hostObject setCommandId assertEquals am addHost testHeartbeat aq setHostName execCmd enqueue setOsType I am ok getState size setState hb CentOS 5.8 "
non_flaky "fsm handler hi setIPv6 setOS setHardwareProfile MegaOperatingSystem testInvalidOSRegistration setHostname Expected failure for non matching os type setIPv4 hostname ipv4 handleRegistration reg ipv6 injector clusters getHost host1 hostObject am addHost setHostName fail "
non_flaky "fsm handler hi setIPv6 setOS setHardwareProfile setHostname getOsType setIPv4 hostname ipv4 handleRegistration reg assertTrue ipv6 getStatusCommands redhat5 injector clusters getHost getResponseStatus HostState host1 hostObject RegistrationStatus isEmpty assertEquals am testRegisterNewNode addHost setHostName getResponseId getState response "
non_flaky "fsm handler hi setIPv6 setOS setHardwareProfile setHostname getOsType setIPv4 centos5 hostname testRegistration ipv4 handleRegistration reg assertTrue ipv6 injector clusters getHost getLastRegistrationTime HostState host1 hostObject getLastHeartbeatTime assertEquals am addHost setHostName getState "
non_flaky "fsm handler hi setIPv6 setOS setHardwareProfile setHostname getOsType setIPv4 centos5 getPublicHostName testRegistrationPublicHostname hostname ipv4 handleRegistration reg assertTrue ipv6 injector clusters getHost getLastRegistrationTime -public HostState getPublicHostname host1 hostObject getLastHeartbeatTime verifyHost assertEquals am addHost setHostName getState setPublicHostname "
non_flaky "hi setOS hbResponse setHardwareProfile isRestartAgent log setHostname getTime responseId was not incremented assertFalse heartBeatHandler handleRegistration assertTrue setResponseId redhat5 injector Agent is flagged for restart newHost setTimestamp testRequestId Status debug host1 handleHeartBeat ResponseId should start from zero assertEquals constructHeartBeat jaxbToString setHostName StageUtils getResponseId Agent is not flagged for restart heartBeat Not cached response returned getInstance registrationResponse register "
non_flaky "fsm handler hi setIPv6 setOS setHardwareProfile hm setHostname statusCmd1 setIPv4 setClusterName when hostname ipv4 handleRegistration reg assertTrue setServiceName ipv6 getStatusCommands get actionQueue redhat5 injector clusters getHost add host1 anyString thenReturn hostObject HDFS Cluster am addHost testStateCommandsAtRegistration setHeartbeatMonitor setHostName generateStatusCommands dummyCmds size equals mock registrationResponse "
non_flaky "cluster handler hi setReports setHardwareProfile setHostname setNodeStatus getCluster mapHostsToCluster centos5 setComponentName cluster1 hostname handleRegistration reg setResponseId componentState1 componentState2 getHost add serviceComponentHost1 Status addCluster serviceComponentHost2 am Role aq setComponentStatus State name addServiceComponent CentOS componentName1 HDP-0.1 componentName2 5.8 setDesiredStackVersion setOS hostNames setOSRelease setClusterName System addService setServiceName clusterName testStatusHeartbeat persist injector clusters setTimestamp getServiceComponent host1 handleHeartBeat componentStatus1 HDFS assertEquals NAMENODE addServiceComponentHost serviceName setMessage addHost getService setStatus setHostName setOsType I am ok getState serial componentStatuses currentTimeMillis DATANODE hdfs setState hb getServiceComponentHost "
non_flaky "cluster handler hi reports setReports setHardwareProfile setHostname setNodeStatus none getCluster mapHostsToCluster centos5 cluster1 hostname handleRegistration reg setResponseId componentState1 Host state should still be installing getHost add serviceComponentHost1 Status addCluster serviceComponentHost2 setActionId setExitCode am Role aq setComponentStatus State setRole setStdOut name addServiceComponent CentOS componentName1 HDP-0.1 componentName2 5.8 setDesiredStackVersion setOS getActionId hostNames setOSRelease setTaskId testTaskInProgressHandling setClusterName System addService requestId setServiceName clusterName persist injector clusters setTimestamp setStdErr getServiceComponent stageId dummy output host1 handleHeartBeat HDFS assertEquals NAMENODE addServiceComponentHost serviceName addHost getService setStatus cr setHostName StageUtils IN_PROGRESS setOsType I am ok getState serial currentTimeMillis DATANODE hdfs setState hb getServiceComponentHost "
