token,loc,class
"Hello  World! server {""Message"": { ""text"": ""Hello  World!"" } } request3 request2 request1 setHeader assertNotNull client (html)(body)(h1)Hello  World!(/h1)(/body)(/html) contentType Content-Type application/json getHeaders toURI assertEquals headers2 headers3 setBody getEntity execute headers1 / enqueue getUrl getValue text/html assertNull getContentType response3 response2 response1 ",24,0
server headers addHeader getHeaders Foo toURI assertEquals headers2 request2 request1 execute headers1 / enqueue getUrl getValue Bar client Baz response2 response1 ,15,0
"Accept-encoding server getContent {""Message"": { ""text"": ""Hello  World!"" } } body request1 setHeader content jsonGzipResponse len tmp assertNotNull Content-Encoding client text write close headers1b rspBodyBytes Content-Type headers1a getContentEncoding read forName application/json getHeaders decodedContent UTF-8 toURI Charset gzip assertEquals setBody getEntity execute / bodyBytes enqueue getUrl getValue toByteArray getContentType toString response1 ",29,0
"server getContent {""Message"": { ""text"": ""Hello  World!"" } } jsonTransparentGzipResponse body request1 setHeader content headers1c len assertTrue tmp assertNotNull Content-Encoding client text Content-Length write close headers1b rspBodyBytes Content-Type headers1a getContentEncoding read forName application/json getHeaders decodedContent UTF-8 toURI Charset gzip assertEquals setBody getEntity getContentLength execute / bodyBytes enqueue getUrl getValue assertNull toByteArray getContentType toString response1 ",29,0
server enqueue getUrl noEntity post toURI client execute / ,5,0
server request 13 Hello  world! takeRequest getBody postByteEntity toURI UTF-8 assertEquals body execute getBytes / setEntity getHeader enqueue getUrl post assertTrue equals client Arrays Content-Length ,10,0
server request 13 Hello  world! takeRequest getBody toURI UTF-8 assertEquals body execute getBytes / setEntity getHeader postInputStreamEntity enqueue getUrl post assertTrue equals client Arrays Content-Length ,10,0
redirect /foo server request actual addHeader toURI assertEquals setResponseCode setBody getEntity execute / EntityUtils enqueue getUrl response Hello  Redirect! client toString Location ,8,0
server request toURI assertEquals setResponseCode execute / enqueue getUrl getStatusCode response sessionExpired client getStatusLine ,6,0
Hello  World! server request actual toURI assertEquals setBody getEntity execute / EntityUtils enqueue getUrl response success client toString ,7,0
play A server assertCode request2 request1 setOkResponseCache getHeader assertBody HttpURLConnection await client addHeader cache receiver takeRequest assertEquals setBody setResponseCode url / If-None-Match enqueue getUrl assertNull build v1 ETag: v1 ,14,0
play cancel A server request string onFailure body onResponse /a bodyRef get await client latch tag countDown set canceledAfterResponseIsDeliveredDoesNothing assertEquals setBody request A url enqueue getUrl build response ,21,0
cancel play server B dispatch nextResponse assertNoResponse assertBody /a /b getPath await client tag requestB requestA Character receiver takeRequest getDispatcher assertEquals setMaxRequests request A setBody request B canceledBeforeResponseReadIsNeverDelivered url getUrl enqueue build setDispatcher toString ,20,0
play server abc getSequenceNumber def receiver takeRequest ghi connectionPooling assertEquals setBody url enqueue getUrl assertBody /a /b /c build await client ,15,0
play server request getSequenceNumber def onFailure assertCode body onResponse assertBody connectionReuseWhenResponseBodyConsumed /a /b await client abc read receiver byteStream takeRequest assertEquals setBody url enqueue getUrl build response bytes ,23,0
Location: / play server /0 request addHeader receiver Too many redirects: 21 doesNotFollow21Redirects Redirecting to / setResponseCode setBody /20 url enqueue getUrl build await client assertFailure ,9,0
Location: / play server /0 request addHeader receiver Redirecting to / assertCode setResponseCode setBody /20 url enqueue getUrl assertBody Success! build await client follow20Redirects ,10,0
play server request User-Agent assertCode assertBody Content-Type: text/plain assertTrue assertContainsHeaders get await client AsyncApiTest addHeader abc receiver getHeaders takeRequest User-Agent: AsyncApiTest setBody url / enqueue getUrl contains build header ,8,0
play server request def assertCode getHeader assertBody recordedRequest post text/plain; charset=utf-8 await MediaType create client Content-Length text/plain Content-Type abc receiver takeRequest Request assertEquals parse setBody url / getUtf8Body enqueue getUrl 3 build ,11,0
play server request getSequenceNumber Moved to /b ! Location: /b assertCode request2 request1 getHeader assertBody /b post text/plain; charset=utf-8 await MediaType create client Content-Length text/plain Content-Type addHeader receiver postBodyRetransmittedOnRedirect This is b. takeRequest body! Request assertEquals parse setResponseCode setBody url / getUtf8Body enqueue getUrl build 5 ,18,0
play recoverFromTlsHandshakeFailure server request abc setSslSocketFactory receiver setSocketPolicy sslContext setBody url / getSocketFactory enqueue getUrl assertBody build useHttps await client SocketPolicy setHostnameVerifier ,11,0
play server request addHeader receiver Location: /b assertCode setResponseCode setBody redirectWithRedirectsDisabled url enqueue getUrl assertBody /a Test build assertContainsHeaders /a has moved! await client setFollowProtocolRedirects Redirect from /a to /b ,8,0
play server request addHeader abc setSslSocketFactory receiver sslContext setBody url / assertHandshake getSocketFactory enqueue getUrl Content-Type: text/plain build useHttps await client tls setHostnameVerifier ,10,0
getHttpConnectionCount connectionCleanup spdyA pool httpA httpB assertEquals Util httpAddress getConnectionCount Thread sleep assertNull spdyAddress assertNotNull getSpdyConnectionCount get recycle KEEP_ALIVE_DURATION_MS share closeQuietly ,22,0
differentAddressConnectionNotReturned assertNull spdyAddress get assertPooled pool recycle KEEP_ALIVE_DURATION_MS httpA ,6,0
connectionCount spdyA pool evictAllConnections httpA Util httpB assertEquals getConnectionCount evictAll assertTrue recycle KEEP_ALIVE_DURATION_MS share closeQuietly ,11,0
sleep spdyAddress get assertPooled pool recycle KEEP_ALIVE_DURATION_MS httpA expiredConnectionsAreEvicted httpB Thread ,8,0
get assertPooled pool recycle getHttpConnection KEEP_ALIVE_DURATION_MS httpA httpAddress assertSame ,6,0
spdyAddress spdyA get assertPooled pool KEEP_ALIVE_DURATION_MS getSpdyConnection share assertSame ,6,0
gettingConnectionReturnsOldestFirst get pool recycle KEEP_ALIVE_DURATION_MS httpA httpB httpAddress assertSame ,6,0
spdyAddress spdyA assertPooled get pool recycle KEEP_ALIVE_DURATION_MS httpA gettingSpdyConnectionPromotesItToFrontOfQueue share assertSame ,8,0
sleep idleConnectionNotReturned assertNull get assertPooled pool recycle KEEP_ALIVE_DURATION_MS httpA httpAddress Thread ,7,0
getHttpConnectionCount spdyA httpA httpB httpAddress httpC httpD httpE sleep sharedSpdyConnection assertTrue assertNotNull get recycle KEEP_ALIVE_DURATION_MS share maxConnections pool assertEquals recycledHttpConnection getConnectionCount Thread isAlive spdyAddress getSpdyConnectionCount ,61,0
maxIdleConnectionLimitIsEnforced assertPooled pool recycle KEEP_ALIVE_DURATION_MS httpA httpB httpC httpD ,8,0
assertNull get assertPooled nonAliveConnectionNotReturned pool recycle KEEP_ALIVE_DURATION_MS httpA httpAddress close ,7,0
assertPooled pool recycle KEEP_ALIVE_DURATION_MS httpA httpB httpC poolPrefersMostRecentlyRecycled ,7,0
getHttpConnectionCount pool recycledConnection httpAddress assertEquals getConnectionCount isAlive Proxy assertNull httpSocketAddress assertTrue get getSpdyConnectionCount recycle KEEP_ALIVE_DURATION_MS poolSingleHttpConnection connection connect ,17,0
recycleSpdyConnectionDoesNothing spdyA assertPooled pool recycle KEEP_ALIVE_DURATION_MS ,5,0
shutdownInput isClosed assertTrue getSocket pool recycle KEEP_ALIVE_DURATION_MS httpA recyclingNonAliveConnectionClosesThatConnection ,6,0
fail shareHttpConnectionFails assertPooled pool KEEP_ALIVE_DURATION_MS httpA share ,10,0
sleep assertNull spdyAddress validateIdleHttpConnectionTimeout get assertPooled pool recycle KEEP_ALIVE_DURATION_MS httpA Thread ,10,0
sleep assertNull spdyA get assertPooled pool KEEP_ALIVE_DURATION_MS share httpAddress validateIdleSpdyConnectionTimeout Thread ,10,0
fromArgs request bodyAsString contentTypeHeader method createRequest POST foo urlString assertEquals application/json; charset=utf-8 body http://example.com -d Content-Type: application/json toString -H contentType ,8,0
fromArgs request bodyAsString method createRequest POST foo urlString assertEquals application/x-form-urlencoded; charset=utf-8 dataPost body http://example.com -d toString contentType ,8,0
fromArgs dataPut request bodyAsString method createRequest foo urlString assertEquals -X application/x-form-urlencoded; charset=utf-8 body PUT http://example.com -d toString contentType ,8,0
fromArgs request assertNull http://example.com method createRequest urlString assertEquals -X body PUT put ,6,0
fromArgs request referer method createRequest foo urlString Referer assertEquals body assertNull http://example.com GET -e header ,7,0
fromArgs request assertNull http://example.com method createRequest GET urlString assertEquals simple body ,6,0
fromArgs request method createRequest foo urlString User-Agent assertEquals userAgent body assertNull -A http://example.com GET header ,7,0
cancel assertJobs tag1 receiver newRequest http://a/1 enqueue http://a/2 finishJob executor setMaxRequestsPerHost client cancelingReadyJobPreventsItFromStarting dispatcher ,8,0
cancel assertJobs tag1 receiver setMaxRequests newRequest http://a/1 enqueue http://a/2 finishJob executor client dispatcher cancelingRunningJobTakesNoEffectUntilJobFinishes ,9,0
assertJobs http://a/1 enqueue enqueuedJobsRunImmediately receiver executor client newRequest ,4,0
assertJobs receiver newRequest http://a/1 enqueue http://a/2 increasingMaxPerHostPromotesJobsImmediately http://a/3 http://a/4 http://a/5 executor setMaxRequestsPerHost client dispatcher ,10,0
assertJobs receiver setMaxRequests newRequest increasingMaxRequestsPromotesJobsImmediately http://a/1 enqueue http://b/1 http://a/2 http://c/1 http://b/2 executor client dispatcher ,10,0
assertJobs maxPerHostEnforced http://a/1 enqueue http://a/2 http://a/3 receiver executor setMaxRequestsPerHost client dispatcher newRequest ,7,0
fail setMaxRequestsPerHost dispatcher maxPerHostZero ,8,0
assertJobs receiver setMaxRequests newRequest maxRequestsEnforced http://a/1 enqueue http://a/2 http://b/1 http://b/2 executor client dispatcher ,8,0
fail maxRequestsZero setMaxRequests dispatcher ,8,0
assertJobs http://a/1 enqueue http://b/1 receiver finishJob executor oldJobFinishesNewJobCanRunDifferentHost client setMaxRequests dispatcher newRequest ,7,0
assertJobs receiver oldJobFinishesNewJobCantRunDueToHostLimit newRequest http://a/1 enqueue http://b/1 http://a/2 finishJob executor setMaxRequestsPerHost client dispatcher ,8,0
assertJobs receiver setMaxRequests oldJobFinishesNewJobWithSameHostStarts newRequest http://a/1 enqueue http://b/1 http://a/2 http://b/2 finishJob executor setMaxRequestsPerHost client dispatcher ,10,0
a b shiftLeft set bigIntegerToString BigInteger setBit toString assertEquals toggle clearBit bigIntegerSanityCheck_VariableCapacity ,26,0
b set clear clearBits_FixedCapacity assertEquals ,8,0
clearBits_VariableCapacity b set assertTrue clear isEmpty toIntegerList ,8,0
fail b set assertTrue hpackUseCase get assertFalse toVariableCapacity ,25,0
b shiftLeft multipleShiftsLeftAcrossOffset_VariableCapacity set assertEquals toIntegerList asList ,8,0
b shiftLeft set BigInteger setBit assertEquals multipleShifts_FixedCapacity longValue ,7,0
b set setExpandsData_FixedCapacity BigInteger setBit assertEquals longValue ,5,0
b set assertEquals toIntegerList setExpandsData_VariableCapacity asList ,5,0
b shiftLeft set shiftLeftAcrossOffset_VariableCapacity assertEquals toIntegerList asList ,8,0
b shiftLeft set assertEquals toIntegerList shiftLeftExpandsData_VariableCapacity asList ,6,0
b shiftLeft set assertEquals toIntegerList shiftLeftFromZero_VariableCapacity asList ,6,0
b shiftLeft set shiftLeft_FixedCapacity assertEquals ,6,0
b set toggleBit_FixedCapacity toggle assertEquals ,8,0
b set toggleBit_VariableCapacity assertTrue isEmpty toggle assertEquals toIntegerList asList ,8,0
request statusLine SpdyTransport 200 OK utf8 headerEntries set-cookie Cookie1 get Cookie2 HTTP/1.1 Cookie1 Cookie2 :status cache-control Protocol value HTTP/1.1 200 OK headers :version assertEquals url readNameValueBlock assertNull size build response OkHeaders headerBlock http://square.com/ name no-cache  no-store parseNameValueBlock ,21,0
request headers readNameValueBlockDropsForbiddenHeadersHttp2 SpdyTransport 200 OK :version utf8 headerEntries assertEquals url readNameValueBlock size build response OkHeaders headerBlock http://square.com/ name HTTP/1.1 connection :status Protocol close value ,9,0
request headers SpdyTransport 200 OK :version utf8 headerEntries assertEquals url readNameValueBlock size build response OkHeaders headerBlock http://square.com/ name HTTP/1.1 connection :status Protocol close value readNameValueBlockDropsForbiddenHeadersSpdy3 ,9,0
:host request SpdyTransport 200 OK headerEntries writeNameValueBlock set-cookie Cookie1 :scheme Cookie2 HTTP/1.1 Cookie1 Cookie2 :status cache-control Protocol addHeader :version expected assertEquals url / toNameValueBlock :method build square.com GET http://square.com/ headerBlock no-cache  no-store header http :path ,6,0
request SpdyTransport headerEntries Upgrade writeNameValueBlock :scheme websocket HTTP/1.1 Protocol :authority upgrade expected Connection assertEquals url / :method build square.com GET http://square.com/ header http :path toNameValueBlockDropsForbiddenHeadersHttp2 ,5,0
:host request SpdyTransport headerEntries toNameValueBlockDropsForbiddenHeadersSpdy3 writeNameValueBlock :scheme HTTP/1.1 Protocol close Transfer-Encoding :version expected Connection chunked assertEquals url / :method build square.com GET http://square.com/ header http :path ,5,0
play A server Cookie.* B set-cookie: c=oreo; domain= assertContent cookie: c=oreo asList singletonMap get emptyMap client assertContainsNoneMatching Collections requestB requestA cookieManager Cookie addHeader getHeaders takeRequest toURI assertEquals setBody url assertContains / Integer enqueue getUrl requestHeaders setCookieHandler getCookieDomain c=oreo Arrays acceptAndTransmitCookies open ,16,0
"play server authenticate HttpURLConnection Successful auth! client connection assertContainsNoneMatching GET / HTTP/1.1 Authenticator readAscii addHeader www-authenticate: Basic realm=""protected area"" getHeaders takeRequest accepted assertEquals authorization: Basic  setResponseCode setBody setDefault getInputStream assertContains / Integer enqueue getUrl getRequestLine authorization: Basic .* Please authenticate. denied open RecordingAuthenticator ",13,0
play closeAfterFlush server request assertContent String assertArrayEquals getHeader flush setRequestProperty client connection Content-Length write close /foo takeRequest getBody valueOf postBytes POST /foo HTTP/1.1 assertEquals setBody Integer parseInt ABCDE enqueue getUrl getRequestLine response getOutputStream open setDoOutput ,16,0
